"subjectID","subjectTitle","iconStyle","pdf","keywords","linked","references","favourite","subjectTagline"
"187","ROPER-HALL CLASSIFICATION","4","ROPERHALLinfo","Ophthalmology chemical eye alkali acid","MEWSinfo NEWS2info OphthalmologyEx OphthalmologyMx","Gupta N, Kalaivani M, Tandon R$$Comparison of prognostic value of Roper Hall and Dua classification systems in acute ocular burns 2011$$https://pubmed.ncbi.nlm.nih.gov/20805137/££Singh P, Tyagi M, Kumar Y, Gupta KK, Sharma PD$$Ocular chemical injuries and their management 2013$$https://journals.lww.com/ojoo/fulltext/2013/06020/ocular_chemical_injuries_and_their_management.3.aspx££Merle H, Gerard M, Schrage N$$Severe ocular burn 2011$$https://www.prevor.com/app/uploads/sites/4/2020/09/severe-ocular-burns-h.-merle-eur-ophthal.pdf","0","Roper-Hall classification of ocular chemical injuries"
"188","ROME IV IBS","4","RomeIVIBSinfo","Gastroenterology GP IBS bowel","AIRinfo CDAIinfo HARVEY-BRADSHAWinfo MAYOSCOREinfo TRUELOVEWITTSinfo AbdoPainAx ColitisMx ConstipationMx","Palsson OS, Whitehead WE, Van Tilburg MA, Chang L, Chey W, Crowell MD, Keefer L, Lembo AJ, Parkman HP, Rao SS, Sperber A$$Development and validation of the Rome IV diagnostic questionnaire for adults.  2016$$https://www.sciencedirect.com/science/article/pii/S0016508516001803££Schmulson MJ, Drossman DA$$What is new in Rome IV 2017$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5383110/££Drossman DA, Hasler WL$$Rome IV Dyfunctional GI disorders: disorders of gut-brain interaction 2016$$https://www.gastrojournal.org/article/S0016-5085(16)30048-8/abstract","0","Official Rome IV criteria for the diagnosis of irritable bowel syndrome"
"189","SAAG","4","SAAGinfo","Gastroenterology liver hepatology hepatic cirrhosis ascites ascitic","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo CALCIUMCORRECTIONHYPOALBUMINinfo MELD-NAinfo NYHAinfo UKELDinfo WESTHAVENinfo AbdoPainAx AlcoholMx DecompensatedCirrhosisMx AsciticFluidAnalysis","Hoefs JC.$$The mechanism of ascitic fluid protein concentration increase during diuresis in patients with chronic liver disease 1981$$https://www.researchgate.net/profile/John-Hoefs/publication/15862230_The_mechanism_of_ascitic_fluid_protein_concentration_increase_during_diuresis_in_patients_with_chronic_liver_disease/links/54dc4d790cf23fe133b0f8c0/The-mechanism-of-ascitic-fluid-protein-concentration-increase-during-diuresis-in-patients-with-chronic-liver-disease.pdf££Pare P, Talbot J, Hoefs JC.$$Serum-ascites albumin concentration gradient: a physiologic approach to the differential diagnosis of ascites 1983$$https://www.sciencedirect.com/science/article/pii/0016508583903062","0","Serum Ascites Albumin Gradient. Helps determine the possible underlying cause of ascites"
"190","SGARBOSSA MODIFIED","4","SGARBOSSAMODIFIEDinfo","Cardiology Emergency GP ACS ECG chest heart","BRUGADACRITERIAinfo VANCOUVERinfo ChestPainAx ACSMx AFMx ALS TachycardiaMx ECG","Sgarbossa EB, Pinski SL, Barbagelata A, Underwood DA, Gates KB, Topol EJ, Califf RM, Wagner GS$$Electrocardiographic diagnosis of evolving acute myocardial infarction in the presence of left bundle-branch block 1996$$https://www.nejm.org/doi/full/10.1056/nejm199602223340801££Smith SW, Dodd KW, Henry TD, Dvorak DM, Pearce LA$$Diagnosis of ST-elevation myocardial infarction in the presence of left bundle branch block with the ST-elevation to S-wave ratio in a modified Sgarbossa rule 2012$$https://www.sciencedirect.com/science/article/pii/S0196064412013686","0","Criteria to diagnose acute MI in patients with prior LBBB"
"191","SODIUM CORRECTION","4","SODIUMCORRECTIONinfo","Critical Care ITU Intensive Care Endocrinology Renal Nephrology diabetes sodium","HyperglycaemiaMx HyponatremiaMx IVFluidMx Insulin","Katz MA.$$Hyperglycemia-induced hyponatremia-calculation of expected serum sodium depression 1973$$https://www.nejm.org/doi/pdf/10.1056/NEJM197310182891607££Hillier TA, Abbott RD, Barrett EJ.$$Hyponatremia: evaluating the correction factor for hyperglycemia 1999$$https://www.sciencedirect.com/science/article/pii/S0002934399000558","0","Calculates the actual sodium level in patients with hyperglycemia"
"192","MODIFIED STONE SCORE","4","STONESCOREinfo","Renal Nephrology stone ureteric abdomen","AbdoPainAx HaematuriaAx","Hernandez N, Song Y, Noble VE, Eisner BH$$Predicting ureteral stones in emergency department patients with flank pain: an external validation of the STONE score 2016$$https://link.springer.com/article/10.1007/s00345-016-1760-3££Shiboski S, Wang RC, Rodriguez RM, Moghadassi M, Noble V, Bailitz J, Mallin M, Corbo J, Kang TL, Chu P$$External Validation of the STONE Score, a Clinical Prediction Rule for Ureteral Stone: An Observational Multi-institutional Study 2016$$https://www.sciencedirect.com/science/article/pii/S0196064415012007££Schoenfeld EM, Poronsky KE, Elia TR, Budhram GR, Garb JL, Mader TJ$$Validity of STONE scores in younger patients presenting with suspected uncomplicated renal colic 2016$$https://www.sciencedirect.com/science/article/pii/S0735675715009225££Kim B, Kim K, Kim J, Jo YH, Lee JH, Hwang JE, Park J$$External validation of the STONE score and derivation of the modified STONE score 2016$$https://www.sciencedirect.com/science/article/pii/S0735675716301942££Moore CL, Bomann S, Daniels B, Luty S, Molinaro A, Singh D, Gross CP$$Derivation and validation of a clinical prediction rule for uncomplicated ureteral stone, the STONE score: retrospective and prospective observational cohort studies 2014$$https://www.bmj.com/content/348/bmj.g2191.short","0","Predicts likelihood of ureteral stone in uncomplicated patients with flank pain. Modified as does not include Race"
"193","STOP-BANG","4","STOP-BANGinfo","GP Respiratory SOB sleep","SOBAx CXR Insulin","Chung F, Yegneswaran B, Liao P, Chung SA, Vairavanathan S, Islam S, Khajehdehi A, Shapiro CM.$$STOP questionnaire: a tool to screen patients for obstructive sleep apnea 2008$$https://pubmed.ncbi.nlm.nih.gov/18431116/££Nagappa M, Liao P, Wong J, Auckley D, Ramachandran SK, Memtsoudis S, Mokhlesi B, Chung F.$$Validation of the STOP-Bang questionnaire as a screening tool for obstructive sleep apnea among different populations: a systematic review and meta-analysis. 2015$$https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143697","0","Screens for obstructive sleep apnea"
"194","SERUM OSMOLALITY","4","SERUMOSMOLALITYinfo","Critical Care ITU Intensive Care Endocrinology Renal Nephrology kidney","HYPONATRAEMIANADEFICIT-ADULTinfo LowUrineOutputAx HyperglycaemiaMx HyperkalemiaMx HypokalemiaMx HyponatremiaMx IVFluidMx ABGAnalysis Insulin IVFluids","Siervo M, Bunn D, Prado CM, Hooper L.$$Accuracy of prediction equations for serum osmolarity in frail older people with and without diabetes 2014$$https://pmc.ncbi.nlm.nih.gov/articles/PMC4135495/££Glasser L, Sternglanz PD, Combie J, Robinson A.$$Serum osmolality and its applicability to drug overdose 1973$$https://academic.oup.com/ajcp/article-abstract/60/5/695/1770734££Rasouli M.$$Basic concepts and practical equations on osmolality: biochemical approach 2016$$https://www.sciencedirect.com/science/article/pii/S0009912016300972","0","Calculates the expected serum osmolality to allow comparison to measured osmolality"
"195","TRUELOVE WITTS","4","TRUELOVEWITTSinfo","Gastroenterology abdomen IBD inflammatory bowel","ATLASSCORECDIFFinfo CDAIinfo HARVEY-BRADSHAWinfo MAYOSCOREinfo MEWSinfo NEWS2info AbdoPainAx RectalBleedingAx ColitisMx AXR","Sc T, Lj W.$$Cortisone in ulcerative colitis; final report on a therapeutic trial 1955$$https://europepmc.org/articles/pmc1981500?pdf=render££Jain S, Kedia S, Bopanna S, Yadav DP, Goyal S, Sahni P, Pal S, Dash NR, Makharia G, Travis SP, Ahuja V.$$Are Truelove and Witts criteria for diagnosing acute severe colitis relevant for the Indian population? A prospective study 2018$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5797274/","0","Stratifies severity of Ulcerative Colitis"
"196","TWIST","4","TWISTinfo","Emergency abdomen urology testicle scrotum","AbdoPainAx","Manohar CS, Gupta A, Keshavamurthy R, Shivalingaiah M, Sharanbasappa BR, Singh VK$$Evaluation of Testicular Workup for Ischemia and Suspected Torsion score in patients presenting with acute scrotum.  2018$$https://journals.lww.com/urol/fulltext/2018/10010/evaluation_of_testicular_workup_for_ischemia_and.4.aspx££Pan P$$Validation of the testicular workup for ischemia and suspected torsion (TWIST) score in the diagnosis of testicular torsion in children with acute scrotum 2020$$https://link.springer.com/article/10.1007/s13312-020-1992-6££Barbosa JA, de Freitas PF, Carvalho SA, Coelho AQ, Yorioka MA, Pereira MW, Borges LL, Srougi M, Nahas WC, Arap MA$$Validation of the TWIST score for testicular torsion in adults 2021$$https://link.springer.com/article/10.1007/s11255-020-02618-4££Barbosa JA, Tiseo BC, Barayan GA, Rosman BM, Torricelli FC, Passerotti CC, Srougi M, Retik AB, Nguyen HT$$Development and initial validation of a scoring system to diagnose testicular torsion in children 2013$$https://www.auajournals.org/doi/abs/10.1016/j.juro.2012.10.056","0","Testicular workup for ischaemia and suspected torsion: Diagnosis of testicular torsion / indication for ultrasound"
"197","UKELD","4","UKELDinfo","Gastroenterology liver hepatic hepatology","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo MELD-NAinfo SAAGinfo WESTHAVENinfo HaematemesisAx AlcoholMx DecompensatedCirrhosisMx UpperGIBleedMx AsciticFluidAnalysis","Barber K, Madden S, Allen J, Collett D, Neuberger J, Gimson A.$$Elective liver transplant list mortality: development of a United Kingdom end-stage liver disease score 2011$$https://journals.lww.com/transplantjournal/fulltext/2011/08270/Elective_Liver_Transplant_List_Mortality_.14.aspx££Barber K, Madden S, Allen J, Collett D, Neuberger J, Gimson A.$$Elective liver transplant list mortality: development of a United Kingdom end-stage liver disease score 2011$$https://journals.lww.com/transplantjournal/fulltext/2011/08270/Elective_Liver_Transplant_List_Mortality_.14.aspx","0","Predicts mortality in end-stage liver disease patients for transplant planning (UK)"
"198","URINE ANION GAP","4","URINEANIONGAPinfo","Critical Care ITU Intensive Care Endocrinology Renal Nephrology medicine","AKINCLASSIFICATIONinfo ANIONinfo ANIONCorrectedinfo BUNinfo HYPONATRAEMIANADEFICIT-ADULTinfo SERUMOSMOLALITYinfo LowUrineOutputAx HypercalcaemiaMx HyperglycaemiaMx HyperkalemiaMx HypoglycaemiaMx IVFluidMx ABGAnalysis","Goldstein MB, Bear R, Richardson RM, Marsden PA, Halperin ML$$The urine anion gap: a clinically useful index of ammonium excretion 1986$$https://www.sciencedirect.com/science/article/pii/S0002962915368865££Kim GH, Han JS, Kim YS, Joo KW, Kim S, Lee JS$$Evaluation of urine acidification by urine anion gap and urine osmolal gap in chronic metabolic acidosis 1996$$https://www.sciencedirect.com/science/article/pii/S0272638696900293","0","Detects urine acidosis for evaluation of non-gap metabolic acidosis"
"199","VANCOUVER CHEST PAIN","4","VANCOUVERinfo","Cardiology Emergency GP ACS ECG chest heart","SGARBOSSAMODIFIEDinfo ChestPainAx ACSMx ECG","Cullen L, Greenslade JH, Than M, Brown AF, Hammett CJ, Lamanna A, Flaws DF, Chu K, Fowles LF, Parsonage WA$$The new Vancouver Chest Pain Rule using troponin as the only biomarker: an external validation study 2014$$https://www.sciencedirect.com/science/article/pii/S073567571300692X££Scheuermeyer FX, Wong H, Yu E, Boychuk B, Innes G, Grafstein E, Gin K, Christenson J$$Development and validation of a prediction rule for early discharge of low-risk emergency department patients with potential ischemic chest pain 2015$$https://www.cambridge.org/core/journals/canadian-journal-of-emergency-medicine/article/development-and-validation-of-a-prediction-rule-for-early-discharge-of-lowrisk-emergency-department-patients-with-potential-ischemic-chest-pain/5971456B5FBEF93E8B1813C3E6CDF490","0","Identifies chest pain patients who are low risk and safe to discharge"
"200","WELLS DVT","4","WELLSDVTinfo","Emergency GP Haematology Orthopaedics SOB leg swelling","CHA2DS2-VAScScoreinfo WELLSPEinfo LegSwellingAx PainfulLimbAx DVTPEMx INRMx VascularAnatomy","Wells P, Hirsh J, Anderson D, Lensing AA, Foster G, Kearon C, Weitz J, D'Ovidio R, Cogo A, Prandoni P, Girolami A.$$Accuracy of clinical assessment of deep-vein thrombosis 1995$$https://www.sciencedirect.com/science/article/pii/S014067369592535X££Wells PS, Anderson DR, Bormanis J, Guy F, Mitchell M, Gray L, Clement C, Robinson KS, Lewandowski B.$$Value of assessment of pretest probability of deep-vein thrombosis in clinical management 1997$$https://www.sciencedirect.com/science/article/pii/S0140673697081403££Wells PS, Anderson DR, Rodger M, Forgie M, Kearon C, Dreyer J, Kovacs G, Mitchell M, Lewandowski B, Kovacs MJ.$$Evaluation of D-dimer in the diagnosis of suspected deep-vein thrombosis 2003$$https://www.nejm.org/doi/full/10.1056/NEJMoa023153££Scarvelis D, Wells PS.$$Diagnosis and treatment of deep-vein thrombosis 2006$$https://www.cmaj.ca/content/175/9/1087.short","0","Calculates risk of DVT based on clinical criteria"
"201","WELLS PE","4","WELLSPEinfo","Emergency GP Haematology Respiratory SOB chest haemoptysis","AGE-ADJUSTEDD-DIMERinfo CHA2DS2-VAScScoreinfo WELLSDVTinfo ChestPainAx HaemoptysisAx LegSwellingAx PainfulLimbAx DVTPEMx INRMx TachycardiaMx CXR ECG OxygenDelivery","Wells PS, Anderson DR, Rodger M, Stiell I, Dreyer JF, Barnes D, Forgie M, Kovacs G, Ward J, Kovacs MJ.$$Excluding pulmonary embolism at the bedside without diagnostic imaging: management of patients with suspected pulmonary embolism presenting to the emergency department by using a simple clinical model and d-dimer 2001$$https://www.acpjournals.org/doi/abs/10.7326/0003-4819-135-2-200107170-00010££Wolf SJ, McCubbin TR, Feldhaus KM, Faragher JP, Adcock DM.$$Prospective validation of Wells Criteria in the evaluation of patients with suspected pulmonary embolism 2004$$https://www.sciencedirect.com/science/article/pii/S0196064404003385","0","Calculates risk of PE based on clinical criteria"
"202","WEST HAVEN CRITERIA","4","WESTHAVENinfo","Critical Care ITU Intensive Care Emergency Gastroenterology liver hepatology","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo CIWA-Arinfo KINGSCRITERIAinfo LILLEMODELinfo MADDREY'Sinfo MELD-NAinfo ConfusionAx LowGCSAx StrokeAx AlcoholMx DecompensatedCirrhosisMx ParacetamolOverdoseMx UpperGIBleedMx","Hern Jr HG, Ortega RL, Sacchetti A, Strayer R.$$Hepatic Failure: An Evidence-Based Approach In The Emergency Department 2010$$https://emninja.org/wp-content/uploads/2021/03/Hepatic-Failure-EBM.pdf","0","Defines criteria for the grades / stages of hepatic encephalopathy"
"203","MSOFA","4","mSOFAinfo","Critical Care ITU Intensive Care sepsis","APACHEIISCOREinfo CLIF-CACLFinfo ISTHCRITERIAinfo MEWSinfo NEWS2info DeterioratingPatientAx FeverAx LowUrineOutputAx EndOfLifeMedications Sepsis6 ABGAnalysis OxygenDelivery","Rahmatinejad Z, Reihani H, Tohidinezhad F, Rahmatinejad F, Peyravi S, Pourmand A, Abu-Hanna A, Eslami S$$Predictive performance of the SOFA and mSOFA scoring systems for predicting in-hospital mortality in the emergency department 2019$$https://www.sciencedirect.com/science/article/pii/S073567571830740X££Grissom CK, Brown SM, Kuttler KG, Boltax JP, Jones J, Jephson AR, Orme JF$$A modified sequential organ failure assessment score for critical care triage 2013$$https://www.cambridge.org/core/journals/disaster-medicine-and-public-health-preparedness/article/modified-sequential-organ-failure-assessment-score-for-critical-care-triage/F210423E92C5B23D6AD203AB25D6EB0D","0","Modified Sequential Organ Failure Assessment: predicts ICU mortality similar to SOFA but less variables"
"204","QSOFA","4","QSOFAinfo","Critical Care ITU Intensive Care Emergency sepsis","APACHEIISCOREinfo CLIF-CACLFinfo ISTHCRITERIAinfo MEWSinfo NEWS2info mSOFAinfo ConfirmingDeath DeterioratingPatientAx FeverAx LowUrineOutputAx EndOfLifeMedications Sepsis6 ABGAnalysis OxygenDelivery","Seymour CW, Liu VX, Iwashyna TJ, Brunkhorst FM, Rea TD, Scherag A, Rubenfeld G, Kahn JM, Shankar-Hari M, Singer M, Deutschman CS.$$Assessment of clinical criteria for sepsis: for the Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3) 2016$$https://jamanetwork.com/journals/jama/article-abstract/2492875££Shankar-Hari M, Phillips GS, Levy ML, Seymour CW, Liu VX, Deutschman CS, Angus DC, Rubenfeld GD, Singer M.$$Developing a new definition and assessing new clinical criteria for septic shock: for the Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3) 2016 $$https://jamanetwork.com/journals/jama/article-abstract/2492876££Freund Y, Lemachatti N, Krastinova E, Van Laer M, Claessens YE, Avondo A, Occelli C, Feral-Pierssens AL, Truchot J, Ortega M, Carneiro B.$$Prognostic accuracy of sepsis-3 criteria for in-hospital mortality among patients with suspected infection presenting to the emergency department 2017$$https://jamanetwork.com/journals/jama/article-abstract/2598268££Raith EP, Udy AA, Bailey M, McGloughlin S, MacIsaac C, Bellomo R, Pilcher DV.$$Prognostic accuracy of the SOFA score, SIRS criteria, and qSOFA score for in-hospital mortality among adults with suspected infection admitted to the intensive care unit 2017$$https://jamanetwork.com/journals/jama/article-abstract/2598267","0","Identifies high-risk patients for in-hospital mortality with suspected infection"
